"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_item_prestige_pipe_2"	"德遵烟斗★"
		"DOTA_Tooltip_ability_item_prestige_pipe_2_Description"	"<h1>主动：迷雾</h1>对目标区域放出持续扩大的烟雾，减少受影响单位%miss%%%的命中并造成%damage%倍主属性每秒的持续伤害。\n<h1>被动：亢奋</h1>周围的友方单位增加%bonus_damage%%%攻击力与生命回复。"
		"DOTA_Tooltip_ability_item_prestige_pipe_3"	"德遵烟斗★★"
		"DOTA_Tooltip_ability_item_prestige_pipe_3_Description"	"<h1>主动：迷雾</h1>对目标区域放出持续扩大的烟雾，减少受影响单位%miss%%%的命中并造成%damage%倍主属性每秒的持续伤害。\n<h1>被动：亢奋</h1>周围的友方单位增加%bonus_damage%%%攻击力与生命回复。"
		"DOTA_Tooltip_ability_item_prestige_pipe_4"	"德遵烟斗★★★"
		"DOTA_Tooltip_ability_item_prestige_pipe_4_Description"	"<h1>主动：迷雾</h1>对目标区域放出持续扩大的烟雾，减少受影响单位%miss%%%的命中并造成%damage%倍主属性每秒的持续伤害。\n<h1>被动：亢奋</h1>周围的友方单位增加%bonus_damage%%%攻击力与生命回复。"
		"DOTA_Tooltip_ability_item_dragonhawk_cloak_Lore"	"由龙鹰做成的披风，让使用者能更容易掌握风的力量。"
		"DOTA_Tooltip_ability_item_dragonhawk_cloak_2_Lore"	"由龙鹰做成的披风，让使用者能更容易掌握风的力量。"
		"DOTA_Tooltip_ability_item_dragonhawk_cloak_3_Lore"	"由龙鹰做成的披风，让使用者能更容易掌握风的力量。"
		"DOTA_Tooltip_ability_item_dragonhawk_cloak_4_Lore"	"由龙鹰做成的披风，让使用者能更容易掌握风的力量。"
		"DOTA_Tooltip_ability_item_prestige_pipe_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_prestige_pipe_2_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_prestige_pipe_3_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_prestige_pipe_4_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_poor_man_shield"	"穷鬼盾"
		"DOTA_Tooltip_ability_item_poor_man_shield_bonus_block"	"+伤害抵挡"
		"DOTA_Tooltip_ability_item_poor_man_shield_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_poor_man_shield_Lore"	"带上它能抵挡一些伤害"
		"DOTA_Tooltip_ability_item_buckler_shield"	"骑士盾"
		"DOTA_Tooltip_ability_item_buckler_shield_Lore"	"王国骑士的标准装备"
		"DOTA_Tooltip_ability_item_buckler_shield_bonus_block"	"+伤害抵挡"
		"DOTA_Tooltip_ability_item_buckler_shield_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_buckler_shield_bonus_miss"	"%+闪避"
		"DOTA_Tooltip_ability_item_vanguard_shield"	"先锋盾"
		"DOTA_Tooltip_ability_item_vanguard_shield_Lore"	"能够让持有者躲过致命攻击的强力盾牌"
		"DOTA_Tooltip_ability_item_vanguard_shield_bonus_block"	"+伤害抵挡"
		"DOTA_Tooltip_ability_item_vanguard_shield_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_vanguard_shield_bonus_miss"	"%+闪避"
		"DOTA_Tooltip_ability_item_vanguard_shield_bonus_health"	"+生命"
		"DOTA_Tooltip_ability_item_vanguard_shield_2"	"先锋盾★"
		"DOTA_Tooltip_ability_item_vanguard_shield_2_Lore"	"能够让持有者躲过致命攻击的强力盾牌"
		"DOTA_Tooltip_ability_item_vanguard_shield_2_bonus_block"	"+伤害抵挡"
		"DOTA_Tooltip_ability_item_vanguard_shield_2_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_vanguard_shield_2_bonus_miss"	"%+闪避"
		"DOTA_Tooltip_ability_item_vanguard_shield_2_bonus_health"	"+生命"
		"DOTA_Tooltip_ability_item_vanguard_shield_3"	"先锋盾★★"
		"DOTA_Tooltip_ability_item_vanguard_shield_3_Lore"	"能够让持有者躲过致命攻击的强力盾牌"
		"DOTA_Tooltip_ability_item_vanguard_shield_3_bonus_block"	"+伤害抵挡"
		"DOTA_Tooltip_ability_item_vanguard_shield_3_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_vanguard_shield_3_bonus_miss"	"%+闪避"
		"DOTA_Tooltip_ability_item_vanguard_shield_3_bonus_health"	"+生命"
		"DOTA_Tooltip_ability_item_vanguard_shield_4"	"先锋盾★★★"
		"DOTA_Tooltip_ability_item_vanguard_shield_4_Lore"	"能够让持有者躲过致命攻击的强力盾牌"
		"DOTA_Tooltip_ability_item_vanguard_shield_4_bonus_block"	"+伤害抵挡"
		"DOTA_Tooltip_ability_item_vanguard_shield_4_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_vanguard_shield_4_bonus_miss"	"%+闪避"
		"DOTA_Tooltip_ability_item_vanguard_shield_4_bonus_health"	"+生命"
		
		"DOTA_Tooltip_modifier_urn_of_shadows_health_Description"	"暂时偷取目标生命值"
		"DOTA_Tooltip_modifier_urn_of_shadows_health"	"影之灵龛"
		"DOTA_Tooltip_modifier_urn_of_shadows_debuff"	"影之灵龛"
		"DOTA_Tooltip_modifier_urn_of_shadows_debuff_Description"	"暂时被偷取灵魂"
		"DOTA_Tooltip_ability_item_urn_of_shadow"	"影之灵龛"
		"DOTA_Tooltip_ability_item_urn_of_shadow_Description"	"<h1>主动：灵魂捕获</h1>尝试捕获一个灵魂，暂时获得目标%damage_percent%%%的最大生命值，持续%duration%秒。每个捕获的灵魂都会提升%damage_per_soul%%%偷取比例与%attribute_per_soul%点全属性。\n<h1>被动：魂之灵瓮</h1>捕获%max_soul%个灵魂之后进化成魂之灵瓮。"
		"DOTA_Tooltip_ability_item_urn_of_shadow_Lore"	"内含强大恶魔的骨灰。"
		"DOTA_Tooltip_ability_item_recipe_urn_of_shadow"	"影之灵龛合成卷轴"
		"DOTA_Tooltip_ability_item_urn_of_shadow_health_regen"	"+生命回复"
		"DOTA_Tooltip_ability_item_urn_of_shadow_mana_regen"	"+魔法回复"
		"DOTA_Tooltip_ability_item_urn_of_shadow_bonus_mana"	"+魔法值"
		"DOTA_Tooltip_ability_item_urn_of_shadow_Note0"	"最多能捕获120个灵魂"
		"DOTA_Tooltip_ability_item_urn_of_shadow_Note1"	"偷取的生命值不会超过自身生命上限的10倍"
		"DOTA_Tooltip_ability_item_spirit_vessel_capture"	"魂之灵瓮"
		"DOTA_Tooltip_ability_item_spirit_vessel_capture_Description"	"<h1>主动：灵魂捕获</h1>尝试捕获一个灵魂，暂时获得目标%damage_percent%%%的最大生命值，持续%duration%秒。成功捕获目标将使得目标暂时为你所用。"
		"DOTA_Tooltip_ability_item_spirit_vessel_release"	"魂之灵瓮"
		"DOTA_Tooltip_ability_item_spirit_vessel_release_Description"	"<h1>主动：灵魂释放</h1>释放捕获的灵魂，灵魂单位造成魔法伤害，并根据英雄属性增加其威力，持续%duration%秒。灵魂只能使用一次。"
		"DOTA_Tooltip_modifier_spirit_vessel_capture_buff"	"灵魂状态"
		"DOTA_Tooltip_modifier_spirit_vessel_capture_buff_Description"	"该单位造成魔法伤害"
		"DOTA_Tooltip_ability_item_spirit_vessel_capture_attribute"	"+全属性"
		"DOTA_Tooltip_ability_item_spirit_vessel_release_attribute"	"+全属性"
		"DOTA_Tooltip_modifier_spirit_vessel_buff"	"魂之灵瓮"
		"DOTA_Tooltip_modifier_spirit_vessel_buff_Description"	"该单位暂时偷取生命值"
		
		"DOTA_Tooltip_ability_item_demon_chains"	"恶魔枷锁"
		"DOTA_Tooltip_ability_item_demon_chains_Description"	"<h1>主动：恶魔枷锁</h1>用枷锁锁定一个单位，使目标无法移动，被锁定的单位减少%reduce_armor%点护甲与%reduce_resistance%%%魔抗，且持续受到恶魔的攻击。持续%duration%秒。恶魔处于恢复状态时无法使用。\n<h1>被动：混沌召唤</h1>召唤一个强大的恶魔跟随你并帮助你战斗。恶魔被击败后有%respawn_time%秒的恢复时间。对目标点使用可召唤恶魔到指定点。"
		"DOTA_Tooltip_ability_item_demon_chains_bonus_property"	"+全属性"
		"DOTA_Tooltip_ability_item_demon_chains_bonus_attack"	"+攻击力"
		"DOTA_Tooltip_ability_item_demon_chains_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_demon_chains_bonus_armor"	"+护甲"
		"DOTA_Tooltip_ability_item_demon_chains_bonus_resistance"	"+魔抗"

		"DOTA_Tooltip_ability_item_chaos_plate"	"混沌盘"
		"DOTA_Tooltip_ability_item_chaos_plate_Description"	"<h1>被动：轮回</h1>死亡时会在1秒内复活并刷新所有技能。\n<h1>被动：重归混沌</h1>每%interval%秒为佩戴者清除一次负面效果，并生成一个%shield%%%最大生命值的护盾\n<h1>被动：混沌之力</h1>减少%damage_reduce%%%受到的所有伤害\n混沌初开时随宇宙诞生的远古神器"
		"DOTA_Tooltip_modifier_item_chaos_plate_buff"	"无敌"
		"DOTA_Tooltip_modifier_item_chaos_plate_buff_Description"	"该单位不受任何伤害"
		"DOTA_Tooltip_ability_item_chaos_plate_attribute"	"+全属性"
		"DOTA_Tooltip_ability_item_chaos_plate_health_bonus"	"+生命"
		"DOTA_Tooltip_ability_item_world_editor"	"锻世之锤"
		"DOTA_Tooltip_ability_item_world_editor_Description"	"<h1>主动：世界锻造者</h1>开启后获得世界锻造者力量加持，获得10倍生命值且每秒回复10%%的生命，抵挡低于10%%的伤害，持续30秒\n<h1>被动：重塑</h1>使周围%radius%范围内的单位输出降低%damage_reduce%%%\n<h1>被动：开天辟地</h1>所有伤害输出提升%damage_deepen%%%\n混沌初开时随宇宙诞生的远古神器"
		"DOTA_Tooltip_ability_item_longinus_spear"	"朗基努斯之枪"
		"DOTA_Tooltip_ability_item_longinus_spear_Description"	"<h1>主动：弑神之枪</h1>召唤隆基努斯之枪对目标造成一次最大生命%damage_percent%%%的生命移除伤害，周围%radius%范围的单位会受到同样的伤害。且受到%stun_duration%的晕眩\n<h1>被动：绝对恐惧领域</h1>直接抵消少于%block_percent%%%最大魔法值的伤害且当魔法值大于%trigger_percent%%%时受伤时优先消耗魔法值\n<h1>被动：圣武</h1>技能增强提升%magic_damage_increase%%%\n混沌初开时随宇宙诞生的远古神器"
		"DOTA_Tooltip_ability_item_longinus_spear_Note0"	"晕眩效果无视抗性"
		"DOTA_Tooltip_ability_item_longinus_spear_attribute"	"+全属性"
		"DOTA_Tooltip_ability_item_mystletainn"	"米斯特汀"
		"DOTA_Tooltip_ability_item_mystletainn_Description"	"<h1>被动：寄生之剑</h1>米斯特汀每秒会吸收使用者%absorb%%%的最大生命值并永久提升使用者%attack_increase%点基础攻击\n<h1>被动：灾厄之剑</h1>攻击有%critical_rate%%%几率造成%critical%倍特殊暴击，并在%duration%秒内使目标受到的伤害增加%damage_deepen%%%\n<h1>被动：长青</h1>初始攻击间隔降低%attack_rate%\n混沌初开时随宇宙诞生的远古神器"
		"DOTA_Tooltip_ability_item_mystletainn_Lore"	"它由生长在神国边缘地区的一种小槲寄生树的树枝变化而成"
		"DOTA_Tooltip_ability_item_mystletainn_Note0"	"伤害增加效果在暴击前生效"
		"DOTA_Tooltip_ability_item_mystletainn_Note1"	"特殊暴击与其他暴击效果叠加"
		"DOTA_Tooltip_ability_item_mystletainn_attribute"	"+全属性"
		"DOTA_Tooltip_ability_item_mystletainn_attack"	"+攻击力"
		"DOTA_Tooltip_modifier_item_world_editor_debuff"	"重塑"
		"DOTA_Tooltip_modifier_item_world_editor_debuff_Description"	"该单位被降低了伤害输出"
		"DOTA_Tooltip_modifier_item_world_editor_regen"	"世界锻造者"
		"DOTA_Tooltip_modifier_item_world_editor_regen_Description"	"该单位获得世界锻造者力量加持"
		"DOTA_Tooltip_ability_item_world_editor_Lore"	"强行使用强大的力量也会受到一点惩罚"
		
		"DOTA_Tooltip_ability_item_yata_mirror"	"八咫镜"
		"DOTA_Tooltip_ability_item_yata_mirror_Description"	"<h1>主动：聚焦</h1>使%duration%秒内技能伤害增加%damage%%%。\n<h1>被动：八咫棱镜</h1>每%interval%秒生成一个护盾，在%duration%秒内吸收所有魔法伤害。\n<h1>被动：八咫焦点</h1>提升技能%ability_critical_chance%%%的暴击率与%ability_critical_damage%%%的暴击伤害。"
		"DOTA_Tooltip_ability_item_yata_mirror_bonus_attribute"	"+全属性"
		"DOTA_Tooltip_ability_item_yata_mirror_bonus_resistance"	"%+魔抗："

		"DOTA_Tooltip_ability_item_athena_guard"	"埃癸斯的守护"
		"DOTA_Tooltip_ability_item_athena_guard_Description"	"使用后减少雅典娜受到的伤害并提供一个大范围的光环效果。<br></br><font color=\"#5bc0de\">守护光环</font>：提升周围1200范围友军的护甲并减少一定百分比的伤害。<br></br>雅典娜每级<font color=\"#d9534f\">护甲</font>属性提升1点护甲<br></br>雅典娜每级<font color=\"#d9534f\">护甲</font>属性提升0.5%%伤害减免<br></br>雅典娜每级<font color=\"#d9534f\">生命</font>属性提升1秒持续时间"
		"DOTA_Tooltip_ability_item_athena_heal"	"回复术"
		"DOTA_Tooltip_ability_item_athena_heal_Description"	"使目标持续回复生命与魔法。<br></br>雅典娜每级<font color=\"#d9534f\">回复</font>属性提升40点生命回复<br></br>雅典娜每级<font color=\"#d9534f\">回复</font>属性提升8点魔法回复<br></br>雅典娜每级<font color=\"#d9534f\">生命</font>属性提升1秒持续时间"
		"DOTA_Tooltip_ability_item_athena_heal_health"	"每秒生命回复："
		"DOTA_Tooltip_ability_item_athena_heal_mana"	"每秒魔法回复："
		"DOTA_Tooltip_ability_item_athena_heal_duration"	"Duration: "
		"DOTA_Tooltip_ability_item_athena_guard_armor"	"光环提供护甲："
		"DOTA_Tooltip_ability_item_athena_guard_def"	"光环提供伤害减免："
		"DOTA_Tooltip_ability_item_athena_guard_duration"	"光环持续时间："
		"DOTA_Tooltip_ability_item_athena_guard_reduce"	"雅典娜伤害减免："
		"DOTA_Tooltip_ability_item_athena_wudi_duration"	"Duration: "
		"DOTA_Tooltip_ability_item_athena_momian_duration"	"Duration: "
		"DOTA_Tooltip_ability_item_athena_momian_cooldown"	"冷却时间："
		"DOTA_Tooltip_ability_item_athena_wudi_cooldown"	"冷却时间："
		"DOTA_Tooltip_ability_item_athena_heal_cooldown"	"冷却时间："
		"DOTA_Tooltip_ability_item_athena_guard_cooldown"	"冷却时间："
		
		"DOTA_Tooltip_ability_item_noitem"	"施工中"
		"DOTA_Tooltip_ability_item_noitem_Description"	"商店施工中，日后开放"
		
		"DOTA_Tooltip_ability_item_gem"	"高仿真视宝石"
		"DOTA_Tooltip_modifier_item_deinv"	"高仿真视宝石"
		"DOTA_Tooltip_modifier_item_deinv_Description"	"该单位正在裸奔"
		
		"DOTA_Tooltip_ability_item_aura_1"	"特效1"
		"DOTA_Tooltip_ability_item_aura_0"	"清除特效"
		"DOTA_Tooltip_ability_item_aura_2"	"特效2"
		"DOTA_Tooltip_ability_item_aura_3"	"特效3"
		"DOTA_Tooltip_ability_item_aura_4"	"特效4"
		"DOTA_Tooltip_ability_item_aura_5"	"特效5"
		"DOTA_Tooltip_ability_item_aura_6"	"特效6"
		
		"DOTA_Tooltip_ability_fire_mask"	"血浴假面"
		"DOTA_Tooltip_ability_fire_mask_Description"	"这个充满疯狂的面具无时无刻需要鲜血的浇灌，每击杀一个单位叠加10点攻速与1%%吸血，持续10秒<br></br><font color='#ffffff'>-----------------------------------------------</font><br></br>+ 增加10%%的吸血<br></br>+ 50%%的攻速<br></br>+ 50点移动速度</font><br></br><font color='#ffffff'>-----------------------------------------------</font>"
		"DOTA_Tooltip_ability_item_recipe_soul_dead_god"	"死神披风合成卷轴"
		"DOTA_Tooltip_ability_item_recipe_fire_mask"	"血浴假面合成卷轴"
		
		
		"DOTA_Tooltip_ability_item_athena_momian"	"雅典娜魔免"
		"DOTA_Tooltip_ability_item_athena_momian_Description"	"使雅典娜获得魔法免疫。"
		"DOTA_Tooltip_ability_item_athena_wudi"	"雅典娜无敌"
		"DOTA_Tooltip_ability_item_athena_wudi_Description"	"使雅典娜获得无敌效果。"
		"DOTA_Tooltip_ability_item_firecracker"	"鞭炮"
		"DOTA_Tooltip_ability_item_firecracker_big"	"烟花"
		"DOTA_Tooltip_ability_item_firecracker_big_Description"	"<h1>放烟花</h1>庆祝新年，真好看。"
		"DOTA_Tooltip_ability_item_firecracker_Description"	"<h1>放鞭炮</h1>庆祝新年，对周围造成微量伤害。"

		"DOTA_Tooltip_Ability_item_agi_book"	"虚幻之书"
		"DOTA_Tooltip_Ability_item_agi_book_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_agi%点敏捷"
		"DOTA_Tooltip_Ability_item_bag_of_coin"	"金袋"
		"DOTA_Tooltip_Ability_item_bag_of_coin_Description"	"一个金袋<br></br><font color='#ffffff'>-----------------------------------------------</font><br></br>100金<br></br><font color='#ffffff'>-----------------------------------------------</font>"
		"DOTA_Tooltip_Ability_item_clarity1"	"小净化药水"
		"DOTA_Tooltip_Ability_item_clarity1_Description"	"<h1>主动：净化</h1>在%buff_duration%秒内回复%total_mana%点魔法"
		"DOTA_Tooltip_Ability_item_clarity2"	"中净化药水"
		"DOTA_Tooltip_Ability_item_clarity2_Description"	"<h1>主动：净化</h1>在%buff_duration%秒内回复%total_mana%点魔法"
		"DOTA_Tooltip_Ability_item_clarity3"	"大净化药水"
		"DOTA_Tooltip_Ability_item_clarity3_Description"	"<h1>主动：净化</h1>在%buff_duration%秒内回复%total_mana%点魔法"
		"DOTA_Tooltip_Ability_item_clarity4"	"超净化药水"
		"DOTA_Tooltip_Ability_item_clarity4_Description"	"<h1>主动：净化</h1>在%buff_duration%秒内回复%total_mana%点魔法"
		"DOTA_Tooltip_Ability_item_int_book"	"魔力之书"
		"DOTA_Tooltip_Ability_item_int_book_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_int%点智力"
		"DOTA_Tooltip_Ability_item_salve1"	"小回复药水"
		"DOTA_Tooltip_Ability_item_salve1_Description"	"<h1>主动：复苏</h1>在%buff_duration%秒内回复%total_hp%点生命"
		"DOTA_Tooltip_Ability_item_salve2"	"中回复药水"
		"DOTA_Tooltip_Ability_item_salve2_Description"	"<h1>主动：复苏</h1>在%buff_duration%秒内回复%total_hp%点生命"
		"DOTA_Tooltip_Ability_item_salve3"	"大回复药水"
		"DOTA_Tooltip_Ability_item_salve3_Description"	"<h1>主动：复苏</h1>在%buff_duration%秒内回复%total_hp%点生命"
		"DOTA_Tooltip_Ability_item_salve4"	"超回复药水"
		"DOTA_Tooltip_Ability_item_salve4_Description"	"<h1>主动：复苏</h1>在%buff_duration%秒内回复%total_hp%点生命"
		"DOTA_Tooltip_Ability_item_str_book"	"力量之书"
		"DOTA_Tooltip_Ability_item_str_book_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_str%点力量"
		"DOTA_Tooltip_ability_item_agi_book_pack"	"虚幻之书捆绑包"
		"DOTA_Tooltip_ability_item_agi_book_pack_100"	"虚幻之书超大捆绑包"
		"DOTA_Tooltip_ability_item_agi_book_pack_100_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_agi%点敏捷。\n<font color=\"#ff0000\">该物品需要储存金钱超过900000才能购买成功</font>"
		"DOTA_Tooltip_ability_item_agi_book_pack_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_agi%点敏捷"
		"DOTA_Tooltip_ability_item_clarity1_pack"	"小净化药水包"
		"DOTA_Tooltip_ability_item_clarity1_pack_Description"	"直接购买50瓶小回复药水，真是方便。"
		"DOTA_Tooltip_ability_item_clarity1_pack_Lore"	"团购优惠-500"
		"DOTA_Tooltip_ability_item_fumo_baoji"	"附魔卷轴●暴击"
		"DOTA_Tooltip_ability_item_fumo_baoji_Description"	"使得普攻附带暴击效果<br></br><br></br><font color=\"#d9534f\">只能附魔一次</font>"
		"DOTA_Tooltip_ability_item_fumo_jianjia"	"附魔卷轴●破甲"
		"DOTA_Tooltip_ability_item_fumo_jianjia_Description"	"使得普攻附带百分比减甲效果<br></br><br></br><font color=\"#d9534f\">只能附魔一次</font>"
		"DOTA_Tooltip_ability_item_fumo_mokang"	"附魔卷轴●削弱"
		"DOTA_Tooltip_ability_item_fumo_mokang_Description"	"使得普攻附带魔抗削弱的效果<br></br><br></br><font color=\"#d9534f\">只能附魔一次</font>"
		"DOTA_Tooltip_ability_item_fumo_xixue"	"附魔卷轴●嗜血"
		"DOTA_Tooltip_ability_item_fumo_xixue_Description"	"使得普攻附带吸血效果<br></br><br></br><font color=\"#d9534f\">只能附魔一次</font>"
		"DOTA_Tooltip_ability_item_int_book_pack"	"魔力之书捆绑包"
		"DOTA_Tooltip_ability_item_int_book_pack_100"	"魔力之书超大捆绑包"
		"DOTA_Tooltip_ability_item_int_book_pack_100_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_int%点智力。\n<font color=\"#ff0000\">该物品需要储存金钱超过900000才能购买成功</font>"
		"DOTA_Tooltip_ability_item_int_book_pack_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_int%点智力"
		"DOTA_Tooltip_ability_item_salve1_pack"	"小回复药水包"
		"DOTA_Tooltip_ability_item_salve1_pack_Description"	"直接购买50瓶小回复药水，真是方便。"
		"DOTA_Tooltip_ability_item_salve1_pack_Lore"	"团购优惠-500"
		"DOTA_Tooltip_ability_item_str_book_pack"	"力量之书捆绑包"
		"DOTA_Tooltip_ability_item_str_book_pack_100"	"力量之书超大捆绑包"
		"DOTA_Tooltip_ability_item_str_book_pack_100_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_str%点力量。\n<font color=\"#ff0000\">该物品需要储存金钱超过900000才能购买成功</font>"
		"DOTA_Tooltip_ability_item_str_book_pack_Description"	"<h1>主动：属性提升</h1>提升使用者%bonus_str%点力量"
		"DOTA_Tooltip_modifier_item_clarity1"	"魔力回复"
		"DOTA_Tooltip_modifier_item_clarity1_Description"	"该单位正在回复魔法"
		"DOTA_Tooltip_modifier_item_clarity2"	"魔力回复"
		"DOTA_Tooltip_modifier_item_clarity2_Description"	"该单位正在回复魔法"
		"DOTA_Tooltip_modifier_item_clarity3"	"魔力回复"
		"DOTA_Tooltip_modifier_item_clarity3_Description"	"该单位正在回复魔法"
		"DOTA_Tooltip_modifier_item_clarity4"	"魔力回复"
		"DOTA_Tooltip_modifier_item_clarity4_Description"	"该单位正在回复魔法"
		"DOTA_Tooltip_modifier_item_fumo_baoji"	"附魔●暴击"
		"DOTA_Tooltip_modifier_item_fumo_baoji_Description"	"该武器的攻击将附带暴击效果"
		"DOTA_Tooltip_modifier_item_fumo_jianjia"	"附魔●破甲"
		"DOTA_Tooltip_modifier_item_fumo_jianjia_Description"	"该武器的攻击将附带破甲效果"
		"DOTA_Tooltip_modifier_item_fumo_jianjia_debuff"	"破甲"
		"DOTA_Tooltip_modifier_item_fumo_jianjia_debuff_Description"	"该单位将受到更多的物理伤害"
		"DOTA_Tooltip_modifier_item_fumo_mokang"	"附魔●魔抗"
		"DOTA_Tooltip_modifier_item_fumo_mokang_Description"	"该武器的攻击将附带魔抗削弱效果"
		"DOTA_Tooltip_modifier_item_fumo_mokang_debuff"	"魔抗削弱"
		"DOTA_Tooltip_modifier_item_fumo_mokang_debuff_Description"	"该单位将受到更多的魔法伤害"
		"DOTA_Tooltip_modifier_item_fumo_xixue"	"附魔●嗜血"
		"DOTA_Tooltip_modifier_item_fumo_xixue_Description"	"该武器的攻击将附带吸血效果"
		"DOTA_Tooltip_modifier_item_salve"	"生命回复"
		"DOTA_Tooltip_modifier_item_salve1"	"生命回复"
		"DOTA_Tooltip_modifier_item_salve1_Description"	"该单位正在回复生命"
		"DOTA_Tooltip_modifier_item_salve2"	"生命回复"
		"DOTA_Tooltip_modifier_item_salve2_Description"	"该单位正在回复生命"
		"DOTA_Tooltip_modifier_item_salve3"	"生命回复"
		"DOTA_Tooltip_modifier_item_salve3_Description"	"该单位正在回复生命"
		"DOTA_Tooltip_modifier_item_salve4"	"生命回复"
		"DOTA_Tooltip_modifier_item_salve4_Description"	"该单位正在回复生命"
		"DOTA_Tooltip_modifier_item_salve_Description"	"该单位正在回复生命"

		"DOTA_Tooltip_Ability_item_bag_of_coin"	"金袋"
		"DOTA_Tooltip_Ability_item_bag_of_coin_Description"	"一个金袋"
		// 食人魔
		"DOTA_Tooltip_ability_item_ogre_1"	"食人魔的大棒"
		"DOTA_Tooltip_ability_item_ogre_1_Description"	"<h1>主动：全力重击</h1>对目标点周围的单位造成%damage%伤害与%duration%秒晕眩\n食人魔首领使用的大棒"
		"DOTA_Tooltip_ability_item_ogre_1_Lore"	"尽管用起来不顺手，还是能造成一点伤害的。"
		"DOTA_Tooltip_ability_item_ogre_1_bonus_attack"	"+攻击力"
		"DOTA_Tooltip_ability_item_ogre_2"	"食人魔的护甲"
		"DOTA_Tooltip_ability_item_ogre_2_Description"	"食人魔首领穿戴的护甲"
		"DOTA_Tooltip_ability_item_ogre_2_Lore"	"食人魔皮糙肉厚，所以护甲也不多"
		"DOTA_Tooltip_ability_item_ogre_3"	"食人魔的护腕"
		"DOTA_Tooltip_ability_item_ogre_3_Description"	"食人魔首领穿戴的护腕"
		"DOTA_Tooltip_ability_item_ogre_3_Lore"	"充满了力量"
		"DOTA_Tooltip_ability_item_ogre_4"	"食人魔套装"
		"DOTA_Tooltip_ability_item_ogre_4_Description"	"<h1>主动：全力重击</h1>对目标点周围的单位造成%damage%伤害与%duration%秒晕眩\n食人魔首领所穿戴的装备"
		"DOTA_Tooltip_ability_item_ogre_4_Lore"	"充满了力量"
		"DOTA_Tooltip_ability_item_ogre_4_bonus_str"	"+力量"
		"DOTA_Tooltip_ability_item_ogre_4_bonus_health"	"+生命值"
		"DOTA_Tooltip_ability_item_ogre_4_bonus_attack"	"+攻击力"
		// 大树
		"DOTA_Tooltip_ability_item_treant_1"					"绿叶"
		"DOTA_Tooltip_ability_item_treant_1_Description"		"<h1>主动：树甲</h1>提升4%%每秒的生命回复并减少40%%的伤害\n使用后获得树甲保护"
		"DOTA_Tooltip_ability_item_treant_1_damage_block"		"%伤害格挡："
		"DOTA_Tooltip_ability_item_treant_1_bonus_hp_regen"		"%每秒生命回复："
		"DOTA_Tooltip_ability_item_treant_1_Lore"				"绿色保护着你"
		"DOTA_Tooltip_ability_item_treant_2"					"树种"
		"DOTA_Tooltip_ability_item_treant_2_Description"		"召唤一个树人为你所用"
		"DOTA_Tooltip_ability_item_treant_2_Lore"				"绿色保护着你"
		"DOTA_Tooltip_ability_item_treant_3"					"树枝"
		"DOTA_Tooltip_ability_item_treant_3_Description"		"<h1>主动：植树</h1>种下一颗快乐的小树。\n好像没什么作用，但是却很值钱"
		"DOTA_Tooltip_ability_item_treant_3_Lore"				"绿色保护着你"
		"DOTA_Tooltip_ability_item_treant_4"					"巨树护甲"
		"DOTA_Tooltip_ability_item_treant_4_Description"		"<h1>主动：树甲</h1>提升4%%每秒的生命回复并减少40%%的伤害\n看似无用的树枝与树种结合后竟然形成坚固的树甲。"
		"DOTA_Tooltip_ability_item_treant_4_Lore"				"绿色保护着你"
		"DOTA_Tooltip_modifier_item_treant_1"					"树甲"
		"DOTA_Tooltip_modifier_item_treant_1_Description"		"绿色保护着你"
		"DOTA_Tooltip_modifier_item_treant_1"					"树甲"
		"DOTA_Tooltip_modifier_item_treant_1_Description"		"绿色保护着你"
		"DOTA_Tooltip_modifier_item_treant_4_buff"				"树甲"
		"DOTA_Tooltip_modifier_item_treant_4_buff_Description"	"绿色保护着你"
		// 维萨吉
		"DOTA_Tooltip_Ability_item_visage_1"					"倒转阴阳"
		"DOTA_Tooltip_Ability_item_visage_1_Description"		"<h1>主动：倒转阴阳</h1>刷新你的所有技能\n雅典娜曾经去过东方，三清赐予她的神器事物"
